graph_type,method,repetition,dimension,depth,sparsity,correlation,observed_fraction,observation_strategy,n_observed,n_latent,runtime_seconds,ess_mean,ess_min,ess_max,mean_rmse,variance_rmse,covariance_frobenius_error,acceptance_rate
layered,rw_mh,3,85,4,0.6,0.8,0.25,uniform,21,64,0.011701999988872558,1.3324450366422385,1.3324450366422385,1.3324450366422385,6.404638949364337e-14,10.553926988141539,183.15666663287965,0.0
layered,single_site_gibbs,3,85,4,0.6,0.8,0.25,shallow,21,64,0.28627454198431224,27.162781619942574,7.224539611359596,156.55299245703014,0.6891087737651662,6.973640773113893,176.17066183815183,
layered,block_gibbs,3,85,4,0.6,0.8,0.25,shallow,21,64,0.6248455420136452,20.646728377800628,5.0339618869223655,132.28309651405772,0.5526937909529817,5.039657856096246,174.089545884844,
layered,rw_mh,3,85,4,0.6,0.8,0.25,shallow,21,64,0.011847375018987805,16.936625582944703,1.3324450366422385,1000.0,7.290922721591609e-14,18.10947600328784,285.90184304342057,0.0
layered,single_site_gibbs,3,90,4,0.6,0.8,0.25,deep,22,68,0.3054152499535121,89.56696366845719,15.799917994626622,409.759457723783,0.37694828408012765,2.4230136926579924,57.796693065006764,
layered,block_gibbs,3,90,4,0.6,0.8,0.25,deep,22,68,0.6905500830034725,122.18563479041765,13.66714604411505,835.1651793722349,0.19577263901484643,1.2578829550098534,36.24809469998229,
layered,rw_mh,3,90,4,0.6,0.8,0.25,deep,22,68,0.012016749999020249,1.3324450366422387,1.3324450366422385,1.3324450366422385,8.567557881054352e-14,6.609329043100981,117.10034059338774,0.0
layered,single_site_gibbs,3,90,4,0.6,0.8,0.25,uniform,22,68,0.30311604199232534,29.527173918091638,8.445617509974138,147.97341678838694,0.8879466208465978,2.675317624839875,84.02577860506211,
layered,block_gibbs,3,90,4,0.6,0.8,0.25,uniform,22,68,0.6854439579765312,44.619391998960936,12.568812289332556,183.2291069561822,0.40717843713180396,4.926651234695675,119.18334712936152,
layered,rw_mh,3,90,4,0.6,0.8,0.25,uniform,22,68,0.01191104098688811,16.01873260963279,1.3324450366422385,1000.0,7.464625014262332e-14,13.697828362927872,219.18554971884103,0.0
layered,single_site_gibbs,3,90,4,0.6,0.8,0.25,shallow,22,68,0.30613991600694135,25.918105895087063,5.449039482783665,106.69703943678728,0.5587336753309197,5.359146744698661,163.52027583306386,
layered,block_gibbs,3,90,4,0.6,0.8,0.25,shallow,22,68,0.6532757080276497,27.746651532058433,4.773593925504877,154.67211619876028,2.0656230088600327,5.851211138788675,165.61355212299097,
layered,rw_mh,3,90,4,0.6,0.8,0.25,shallow,22,68,0.011975999979767948,45.391307755613894,1.3324450366422385,1000.0,4.4606897173219197e-14,20.2511600975898,332.5121167602032,0.0
layered,single_site_gibbs,4,40,4,0.6,0.8,0.25,deep,10,30,0.1353234170237556,279.6178295778573,90.01532117700172,603.8536667150435,0.06209713178898641,0.170088521224631,2.9207075840133716,
layered,block_gibbs,4,40,4,0.6,0.8,0.25,deep,10,30,0.4628655419801362,288.7224071398529,83.6979934173207,818.4675370483487,0.07101017424820892,0.13590256693004732,2.613533506073534,
layered,rw_mh,4,40,4,0.6,0.8,0.25,deep,10,30,0.010115749959368259,1.332445036642239,1.3324450366422385,1.3324450366422385,1.4218418626367574e-14,2.2530878614315952,20.081481525245888,0.0
